location_id,location,system,mineral_id,mineral,mining_methods,abundance,display_percent,available
pyro-iii-bloom,Pyro III (Bloom),Pyro,gold,Gold,['ship'],18.0,18.0,True
pyro-iii-bloom,Pyro III (Bloom),Pyro,hephaestanite,Hephaestanite,['ship'],35.0,35.0,True
pyro-iii-bloom,Pyro III (Bloom),Pyro,iron,Iron,['ship'],35.0,35.0,True
pyro-iii-bloom,Pyro III (Bloom),Pyro,janalite,Janalite,['fps'],2.0,2.0,True
pyro-iii-bloom,Pyro III (Bloom),Pyro,laranite,Laranite,['ship'],10.0,10.0,True
pyro-iii-bloom,Pyro III (Bloom),Pyro,quartz,Quartz,['ship'],35.0,35.0,True
pyro-iii-bloom,Pyro III (Bloom),Pyro,riccite,Riccite,['ship'],10.0,10.0,True
pyro-iii-bloom,Pyro III (Bloom),Pyro,silicon,Silicon,['ship'],35.0,35.0,True
pyro-iii-bloom,Pyro III (Bloom),Pyro,stileron,Stileron,['ship'],2.0,2.0,True
pyro-iii-bloom,Pyro III (Bloom),Pyro,taranite,Taranite,['ship'],2.0,2.0,True
pyro-iv,Pyro IV,Pyro,aphorite,Aphorite,"['roc', 'fps']",58.6,59.0,True
pyro-iv,Pyro IV,Pyro,bexalite,Bexalite,['ship'],18.02,18.0,True
pyro-iv,Pyro IV,Pyro,borase,Borase,['ship'],18.02,18.0,True
pyro-iv,Pyro IV,Pyro,copper,Copper,['ship'],25.73,26.0,True
pyro-iv,Pyro IV,Pyro,dolivine,Dolivine,"['roc', 'fps']",35.4,35.0,True
pyro-iv,Pyro IV,Pyro,feynmaline,Feynmaline,['roc'],100.0,100.0,True
pyro-iv,Pyro IV,Pyro,gold,Gold,['ship'],18.02,18.0,True
pyro-iv,Pyro IV,Pyro,hadanite,Hadanite,"['roc', 'fps']",6.0,6.0,True
pyro-iv,Pyro IV,Pyro,iron,Iron,['ship'],25.73,26.0,True
pyro-iv,Pyro IV,Pyro,laranite,Laranite,['ship'],28.53,29.0,True
pyro-iv,Pyro IV,Pyro,stileron,Stileron,['ship'],2.0,2.0,True
pyro-iv,Pyro IV,Pyro,taranite,Taranite,['ship'],2.0,2.0,True
pyro-iv,Pyro IV,Pyro,tin,Tin,['ship'],25.73,26.0,True
pyro-iv,Pyro IV,Pyro,tungsten,Tungsten,['ship'],28.53,29.0,True
pyro-v-a-ignis,Pyro V-a (Ignis),Pyro,aphorite,Aphorite,"['roc', 'fps']",58.6,59.0,True
pyro-v-a-ignis,Pyro V-a (Ignis),Pyro,bexalite,Bexalite,['ship'],18.0,18.0,True
pyro-v-a-ignis,Pyro V-a (Ignis),Pyro,borase,Borase,['ship'],18.0,18.0,True
pyro-v-a-ignis,Pyro V-a (Ignis),Pyro,copper,Copper,['ship'],36.0,36.0,True
pyro-v-a-ignis,Pyro V-a (Ignis),Pyro,dolivine,Dolivine,"['roc', 'fps']",35.4,35.0,True
pyro-v-a-ignis,Pyro V-a (Ignis),Pyro,feynmaline,Feynmaline,['roc'],100.0,100.0,True
pyro-v-a-ignis,Pyro V-a (Ignis),Pyro,gold,Gold,['ship'],18.0,18.0,True
pyro-v-a-ignis,Pyro V-a (Ignis),Pyro,hadanite,Hadanite,"['roc', 'fps']",6.0,6.0,True
pyro-v-a-ignis,Pyro V-a (Ignis),Pyro,hephaestanite,Hephaestanite,['ship'],36.0,36.0,True
pyro-v-a-ignis,Pyro V-a (Ignis),Pyro,laranite,Laranite,['ship'],10.0,10.0,True
pyro-v-a-ignis,Pyro V-a (Ignis),Pyro,riccite,Riccite,['ship'],10.0,10.0,True
pyro-v-a-ignis,Pyro V-a (Ignis),Pyro,silicon,Silicon,['ship'],36.0,36.0,True
pyro-v-a-ignis,Pyro V-a (Ignis),Pyro,tin,Tin,['ship'],36.0,36.0,True
pyro-v-b-vatra,Pyro V-b (Vatra),Pyro,aphorite,Aphorite,"['roc', 'fps']",58.6,59.0,True
pyro-v-b-vatra,Pyro V-b (Vatra),Pyro,beradom,Beradom,['roc'],50.0,50.0,True
pyro-v-b-vatra,Pyro V-b (Vatra),Pyro,bexalite,Bexalite,['ship'],18.0,18.0,True
pyro-v-b-vatra,Pyro V-b (Vatra),Pyro,borase,Borase,['ship'],18.0,18.0,True
pyro-v-b-vatra,Pyro V-b (Vatra),Pyro,dolivine,Dolivine,"['roc', 'fps']",35.4,35.0,True
pyro-v-b-vatra,Pyro V-b (Vatra),Pyro,glacosite,Glacosite,['roc'],50.0,50.0,True
pyro-v-b-vatra,Pyro V-b (Vatra),Pyro,gold,Gold,['ship'],18.0,18.0,True
pyro-v-b-vatra,Pyro V-b (Vatra),Pyro,hadanite,Hadanite,"['roc', 'fps']",6.0,6.0,True
pyro-v-b-vatra,Pyro V-b (Vatra),Pyro,hephaestanite,Hephaestanite,['ship'],36.0,36.0,True
pyro-v-b-vatra,Pyro V-b (Vatra),Pyro,iron,Iron,['ship'],36.0,36.0,True
pyro-v-b-vatra,Pyro V-b (Vatra),Pyro,laranite,Laranite,['ship'],10.0,10.0,True
pyro-v-b-vatra,Pyro V-b (Vatra),Pyro,riccite,Riccite,['ship'],10.0,10.0,True
pyro-v-b-vatra,Pyro V-b (Vatra),Pyro,silicon,Silicon,['ship'],36.0,36.0,True
pyro-v-c-adir,Pyro V-c (Adir),Pyro,aphorite,Aphorite,"['roc', 'fps']",58.6,59.0,True
pyro-v-c-adir,Pyro V-c (Adir),Pyro,bexalite,Bexalite,['ship'],18.0,18.0,True
pyro-v-c-adir,Pyro V-c (Adir),Pyro,borase,Borase,['ship'],18.0,18.0,True
pyro-v-c-adir,Pyro V-c (Adir),Pyro,dolivine,Dolivine,"['roc', 'fps']",35.4,35.0,True
pyro-v-c-adir,Pyro V-c (Adir),Pyro,glacosite,Glacosite,['roc'],100.0,100.0,True
pyro-v-c-adir,Pyro V-c (Adir),Pyro,gold,Gold,['ship'],18.0,18.0,True
pyro-v-c-adir,Pyro V-c (Adir),Pyro,hadanite,Hadanite,"['roc', 'fps']",6.0,6.0,True
pyro-v-c-adir,Pyro V-c (Adir),Pyro,iron,Iron,['ship'],43.5,44.0,True
pyro-v-c-adir,Pyro V-c (Adir),Pyro,laranite,Laranite,['ship'],28.5,29.0,True
pyro-v-c-adir,Pyro V-c (Adir),Pyro,riccite,Riccite,['ship'],10.0,10.0,True
pyro-v-c-adir,Pyro V-c (Adir),Pyro,tungsten,Tungsten,['ship'],28.5,29.0,True
pyro-v-d-fairo,Pyro V-d (Fairo),Pyro,aphorite,Aphorite,"['roc', 'fps']",58.6,59.0,True
pyro-v-d-fairo,Pyro V-d (Fairo),Pyro,beradom,Beradom,['roc'],100.0,100.0,True
pyro-v-d-fairo,Pyro V-d (Fairo),Pyro,bexalite,Bexalite,['ship'],9.0,9.0,True
pyro-v-d-fairo,Pyro V-d (Fairo),Pyro,borase,Borase,['ship'],9.0,9.0,True
pyro-v-d-fairo,Pyro V-d (Fairo),Pyro,dolivine,Dolivine,"['roc', 'fps']",35.4,35.0,True
pyro-v-d-fairo,Pyro V-d (Fairo),Pyro,gold,Gold,['ship'],9.0,9.0,True
pyro-v-d-fairo,Pyro V-d (Fairo),Pyro,hadanite,Hadanite,"['roc', 'fps']",6.0,6.0,True
pyro-v-d-fairo,Pyro V-d (Fairo),Pyro,hephaestanite,Hephaestanite,['ship'],26.8,27.0,True
pyro-v-d-fairo,Pyro V-d (Fairo),Pyro,iron,Iron,['ship'],26.7,27.0,True
pyro-v-d-fairo,Pyro V-d (Fairo),Pyro,laranite,Laranite,['ship'],28.5,29.0,True
pyro-v-d-fairo,Pyro V-d (Fairo),Pyro,silicon,Silicon,['ship'],26.8,27.0,True
pyro-v-d-fairo,Pyro V-d (Fairo),Pyro,tungsten,Tungsten,['ship'],28.5,29.0,True
pyro-v-e-fuego,Pyro V-e (Fuego),Pyro,agricium,Agricium,['ship'],28.5,29.0,True
pyro-v-e-fuego,Pyro V-e (Fuego),Pyro,aphorite,Aphorite,"['roc', 'fps']",61.1,61.0,True
pyro-v-e-fuego,Pyro V-e (Fuego),Pyro,aslarite,Aslarite,['ship'],28.5,29.0,True
pyro-v-e-fuego,Pyro V-e (Fuego),Pyro,bexalite,Bexalite,['ship'],9.0,9.0,True
pyro-v-e-fuego,Pyro V-e (Fuego),Pyro,borase,Borase,['ship'],9.0,9.0,True
pyro-v-e-fuego,Pyro V-e (Fuego),Pyro,dolivine,Dolivine,"['roc', 'fps']",36.9,37.0,True
pyro-v-e-fuego,Pyro V-e (Fuego),Pyro,feynmaline,Feynmaline,['roc'],100.0,100.0,True
pyro-v-e-fuego,Pyro V-e (Fuego),Pyro,gold,Gold,['ship'],9.0,9.0,True
pyro-v-e-fuego,Pyro V-e (Fuego),Pyro,hephaestanite,Hephaestanite,['ship'],26.7,27.0,True
pyro-v-e-fuego,Pyro V-e (Fuego),Pyro,iron,Iron,['ship'],26.8,27.0,True
pyro-v-e-fuego,Pyro V-e (Fuego),Pyro,janalite,Janalite,['fps'],2.0,2.0,True
pyro-v-e-fuego,Pyro V-e (Fuego),Pyro,quartz,Quartz,['ship'],26.7,27.0,True
pyro-v-e-fuego,Pyro V-e (Fuego),Pyro,silicon,Silicon,['ship'],26.7,27.0,True
pyro-v-e-fuego,Pyro V-e (Fuego),Pyro,titanium,Titanium,['ship'],28.5,29.0,True
pyro-v-f-vuur,Pyro V-f (Vuur),Pyro,agricium,Agricium,['ship'],14.2,14.0,True
pyro-v-f-vuur,Pyro V-f (Vuur),Pyro,aphorite,Aphorite,"['roc', 'fps']",58.6,59.0,True
pyro-v-f-vuur,Pyro V-f (Vuur),Pyro,aslarite,Aslarite,['ship'],14.2,14.0,True
pyro-v-f-vuur,Pyro V-f (Vuur),Pyro,bexalite,Bexalite,['ship'],18.0,18.0,True
pyro-v-f-vuur,Pyro V-f (Vuur),Pyro,borase,Borase,['ship'],18.0,18.0,True
pyro-v-f-vuur,Pyro V-f (Vuur),Pyro,dolivine,Dolivine,"['roc', 'fps']",35.4,35.0,True
pyro-v-f-vuur,Pyro V-f (Vuur),Pyro,glacosite,Glacosite,['roc'],100.0,100.0,True
pyro-v-f-vuur,Pyro V-f (Vuur),Pyro,gold,Gold,['ship'],18.0,18.0,True
pyro-v-f-vuur,Pyro V-f (Vuur),Pyro,hadanite,Hadanite,"['roc', 'fps']",6.0,6.0,True
pyro-v-f-vuur,Pyro V-f (Vuur),Pyro,hephaestanite,Hephaestanite,['ship'],26.8,27.0,True
pyro-v-f-vuur,Pyro V-f (Vuur),Pyro,iron,Iron,['ship'],26.8,27.0,True
pyro-v-f-vuur,Pyro V-f (Vuur),Pyro,quartz,Quartz,['ship'],26.8,27.0,True
pyro-v-f-vuur,Pyro V-f (Vuur),Pyro,silicon,Silicon,['ship'],26.8,27.0,True
pyro-v-f-vuur,Pyro V-f (Vuur),Pyro,titanium,Titanium,['ship'],14.2,14.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,agricium,Agricium,['ship'],14.2,14.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,aphorite,Aphorite,"['roc', 'fps']",61.1,61.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,aslarite,Aslarite,['ship'],14.2,14.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,bexalite,Bexalite,['ship'],18.0,18.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,borase,Borase,['ship'],18.0,18.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,copper,Copper,['ship'],20.8,21.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,dolivine,Dolivine,"['roc', 'fps']",36.9,37.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,feynmaline,Feynmaline,['roc'],100.0,100.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,gold,Gold,['ship'],18.0,18.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,ice,Ice,['ship'],20.8,21.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,janalite,Janalite,['fps'],2.0,2.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,laranite,Laranite,['ship'],10.0,10.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,riccite,Riccite,['ship'],10.0,10.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,stileron,Stileron,['ship'],2.0,2.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,taranite,Taranite,['ship'],2.0,2.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,tin,Tin,['ship'],20.8,21.0,True
pyro-vi-terminus,Pyro VI (Terminus),Pyro,titanium,Titanium,['ship'],14.2,14.0,True
wala,Wala,Stanton,aphorite,Aphorite,"['roc', 'fps']",61.1,61.0,True
wala,Wala,Stanton,beradom,Beradom,['roc'],56.0,56.0,True
wala,Wala,Stanton,beryl,Beryl,['ship'],18.0,18.0,True
wala,Wala,Stanton,copper,Copper,['ship'],25.8,26.0,True
wala,Wala,Stanton,dolivine,Dolivine,"['roc', 'fps']",36.9,37.0,True
wala,Wala,Stanton,feynmaline,Feynmaline,['roc'],4.0,4.0,True
wala,Wala,Stanton,glacosite,Glacosite,['roc'],40.0,40.0,True
wala,Wala,Stanton,iron,Iron,['ship'],25.7,26.0,True
wala,Wala,Stanton,janalite,Janalite,['fps'],2.0,2.0,True
wala,Wala,Stanton,laranite,Laranite,['ship'],28.5,29.0,True
wala,Wala,Stanton,quantainium,Quantainium,['ship'],2.0,2.0,True
wala,Wala,Stanton,tin,Tin,['ship'],25.8,26.0,True
wala,Wala,Stanton,tungsten,Tungsten,['ship'],28.5,29.0,True
yela,Yela,Stanton,agricium,Agricium,['ship'],28.5,29.0,True
yela,Yela,Stanton,aphorite,Aphorite,"['roc', 'fps']",58.6,59.0,True
yela,Yela,Stanton,aslarite,Aslarite,['ship'],28.5,29.0,True
yela,Yela,Stanton,beradom,Beradom,['roc'],24.0,24.0,True
yela,Yela,Stanton,beryl,Beryl,['ship'],2.0,2.0,True
yela,Yela,Stanton,dolivine,Dolivine,"['roc', 'fps']",35.4,35.0,True
yela,Yela,Stanton,feynmaline,Feynmaline,['roc'],8.0,8.0,True
yela,Yela,Stanton,glacosite,Glacosite,['roc'],68.0,68.0,True
yela,Yela,Stanton,hadanite,Hadanite,"['roc', 'fps']",6.0,6.0,True
yela,Yela,Stanton,hephaestanite,Hephaestanite,['ship'],25.8,26.0,True
yela,Yela,Stanton,quantainium,Quantainium,['ship'],2.0,2.0,True
yela,Yela,Stanton,quartz,Quartz,['ship'],25.7,26.0,True
yela,Yela,Stanton,silicon,Silicon,['ship'],25.8,26.0,True
yela,Yela,Stanton,taranite,Taranite,['ship'],18.0,18.0,True
yela,Yela,Stanton,titanium,Titanium,['ship'],28.5,29.0,True
yela-asteroid-belt,Yela Asteroid Belt,Stanton,agricium,Agricium,['ship'],28.5,29.0,True
yela-asteroid-belt,Yela Asteroid Belt,Stanton,aslarite,Aslarite,['ship'],28.5,29.0,True
yela-asteroid-belt,Yela Asteroid Belt,Stanton,copper,Copper,['ship'],20.5,21.0,True
yela-asteroid-belt,Yela Asteroid Belt,Stanton,ice,Ice,['ship'],20.5,21.0,True
yela-asteroid-belt,Yela Asteroid Belt,Stanton,iron,Iron,['ship'],20.5,21.0,True
yela-asteroid-belt,Yela Asteroid Belt,Stanton,ouratite,Ouratite,['ship'],10.0,10.0,True
yela-asteroid-belt,Yela Asteroid Belt,Stanton,tin,Tin,['ship'],20.5,21.0,True
yela-asteroid-belt,Yela Asteroid Belt,Stanton,titanium,Titanium,['ship'],28.5,29.0,True
microtech,microTech,Stanton,aphorite,Aphorite,"['roc', 'fps']",61.1,61.0,True
microtech,microTech,Stanton,beradom,Beradom,['roc'],28.0,28.0,True
microtech,microTech,Stanton,beryl,Beryl,['ship'],2.0,2.0,True
microtech,microTech,Stanton,dolivine,Dolivine,"['roc', 'fps']",36.9,37.0,True
microtech,microTech,Stanton,feynmaline,Feynmaline,['roc'],4.0,4.0,True
microtech,microTech,Stanton,glacosite,Glacosite,['roc'],68.0,68.0,True
microtech,microTech,Stanton,hephaestanite,Hephaestanite,['ship'],32.7,33.0,True
microtech,microTech,Stanton,ice,Ice,['ship'],32.7,33.0,True
microtech,microTech,Stanton,iron,Iron,['ship'],32.6,33.0,True
microtech,microTech,Stanton,janalite,Janalite,['fps'],2.0,2.0,True
microtech,microTech,Stanton,quantainium,Quantainium,['ship'],2.0,2.0,True
microtech,microTech,Stanton,quartz,Quartz,['ship'],32.7,33.0,True
microtech,microTech,Stanton,silicon,Silicon,['ship'],32.7,33.0,True
